"Imbalance settlement period CET/CEST","Generation / + Imbalance price [Currency/MWh] - IBA|DK2","Generation / - Imbalance price [Currency/MWh] - IBA|DK2","Price for consumption [Currency/MWh] - IBA|DK2","Currency","Status","Total Imbalance [MWh] - IBA|DK2","Difference","Situation","Status"
"10.01.2023 13:00 - 10.01.2023 14:00","n/e","n/e","n/e","n/e","n/e","168","","Deficit","Final"
"10.01.2023 14:00 - 10.01.2023 15:00","n/e","n/e","n/e","n/e","n/e","155","","Deficit","Final"
"10.01.2023 15:00 - 10.01.2023 16:00","n/e","n/e","n/e","n/e","n/e","87","","Surplus","Final"
"10.01.2023 16:00 - 10.01.2023 17:00","n/e","n/e","n/e","n/e","n/e","148","","Surplus","Final"
"10.01.2023 17:00 - 10.01.2023 18:00","n/e","n/e","n/e","n/e","n/e","226","","Deficit","Final"
"10.01.2023 18:00 - 10.01.2023 19:00","n/e","n/e","n/e","n/e","n/e","205","","Deficit","Final"
"10.01.2023 19:00 - 10.01.2023 20:00","n/e","n/e","n/e","n/e","n/e","120","","Deficit","Final"
"10.01.2023 20:00 - 10.01.2023 21:00","n/e","n/e","n/e","n/e","n/e","101","","Surplus","Final"
"10.01.2023 21:00 - 10.01.2023 22:00","n/e","n/e","n/e","n/e","n/e","162","","Surplus","Final"
"10.01.2023 22:00 - 10.01.2023 23:00","n/e","n/e","n/e","n/e","n/e","629","","Surplus","Final"
"10.01.2023 23:00 - 11.01.2023 00:00","n/e","n/e","n/e","n/e","n/e","522","","Surplus","Final"
"11.01.2023 00:00 - 11.01.2023 01:00","n/e","n/e","n/e","n/e","n/e","138","","Surplus","Final"
"11.01.2023 01:00 - 11.01.2023 02:00","n/e","n/e","n/e","n/e","n/e","46","","Surplus","Final"
"11.01.2023 02:00 - 11.01.2023 03:00","n/e","n/e","n/e","n/e","n/e","54","","Surplus","Final"
"11.01.2023 03:00 - 11.01.2023 04:00","n/e","n/e","n/e","n/e","n/e","98","","Surplus","Final"
"11.01.2023 04:00 - 11.01.2023 05:00","n/e","n/e","n/e","n/e","n/e","108","","Surplus","Final"
"11.01.2023 05:00 - 11.01.2023 06:00","n/e","n/e","n/e","n/e","n/e","609","","Surplus","Final"
"11.01.2023 06:00 - 11.01.2023 07:00","n/e","n/e","n/e","n/e","n/e","148","","Surplus","Final"
"11.01.2023 07:00 - 11.01.2023 08:00","n/e","n/e","n/e","n/e","n/e","29","","Deficit","Final"
"11.01.2023 08:00 - 11.01.2023 09:00","n/e","n/e","n/e","n/e","n/e","4","","Surplus","Final"
"11.01.2023 09:00 - 11.01.2023 10:00","n/e","n/e","n/e","n/e","n/e","37","","Deficit","Final"
"11.01.2023 10:00 - 11.01.2023 11:00","n/e","n/e","n/e","n/e","n/e","62","","Surplus","Final"
"11.01.2023 11:00 - 11.01.2023 12:00","n/e","n/e","n/e","n/e","n/e","79","","Deficit","Final"
"11.01.2023 12:00 - 11.01.2023 13:00","n/e","n/e","n/e","n/e","n/e","62","","Deficit","Final"
"11.01.2023 13:00 - 11.01.2023 14:00","n/e","n/e","n/e","n/e","n/e","81","","Surplus","Final"
"11.01.2023 14:00 - 11.01.2023 15:00","n/e","n/e","n/e","n/e","n/e","24","","Surplus","Final"
"11.01.2023 15:00 - 11.01.2023 16:00","n/e","n/e","n/e","n/e","n/e","187","","Deficit","Final"
"11.01.2023 16:00 - 11.01.2023 17:00","n/e","n/e","n/e","n/e","n/e","0","","Balanced","Final"
"11.01.2023 17:00 - 11.01.2023 18:00","n/e","n/e","n/e","n/e","n/e","198","","Deficit","Final"
"11.01.2023 18:00 - 11.01.2023 19:00","n/e","n/e","n/e","n/e","n/e","257","","Deficit","Final"
"11.01.2023 19:00 - 11.01.2023 20:00","n/e","n/e","n/e","n/e","n/e","227","","Deficit","Final"
"11.01.2023 20:00 - 11.01.2023 21:00","n/e","n/e","n/e","n/e","n/e","315","","Deficit","Final"
"11.01.2023 21:00 - 11.01.2023 22:00","n/e","n/e","n/e","n/e","n/e","405","","Deficit","Final"
"11.01.2023 22:00 - 11.01.2023 23:00","n/e","n/e","n/e","n/e","n/e","437","","Deficit","Final"
"11.01.2023 23:00 - 12.01.2023 00:00","n/e","n/e","n/e","n/e","n/e","354","","Deficit","Final"
"12.01.2023 00:00 - 12.01.2023 01:00","n/e","n/e","n/e","n/e","n/e","31","","Deficit","Final"
"12.01.2023 01:00 - 12.01.2023 02:00","n/e","n/e","n/e","n/e","n/e","13","","Deficit","Final"
"12.01.2023 02:00 - 12.01.2023 03:00","n/e","n/e","n/e","n/e","n/e","33","","Deficit","Final"
"12.01.2023 03:00 - 12.01.2023 04:00","n/e","n/e","n/e","n/e","n/e","1","","Deficit","Final"
"12.01.2023 04:00 - 12.01.2023 05:00","n/e","n/e","n/e","n/e","n/e","35","","Surplus","Final"
"12.01.2023 05:00 - 12.01.2023 06:00","n/e","n/e","n/e","n/e","n/e","123","","Surplus","Final"
"12.01.2023 06:00 - 12.01.2023 07:00","n/e","n/e","n/e","n/e","n/e","19","","Deficit","Final"
"12.01.2023 07:00 - 12.01.2023 08:00","n/e","n/e","n/e","n/e","n/e","34","","Deficit","Final"
"12.01.2023 08:00 - 12.01.2023 09:00","n/e","n/e","n/e","n/e","n/e","45","","Surplus","Final"
"12.01.2023 09:00 - 12.01.2023 10:00","n/e","n/e","n/e","n/e","n/e","38","","Deficit","Final"
"12.01.2023 10:00 - 12.01.2023 11:00","n/e","n/e","n/e","n/e","n/e","76","","Deficit","Final"
"12.01.2023 11:00 - 12.01.2023 12:00","n/e","n/e","n/e","n/e","n/e","203","","Deficit","Final"
"12.01.2023 12:00 - 12.01.2023 13:00","n/e","n/e","n/e","n/e","n/e","392","","Deficit","Final"
"12.01.2023 13:00 - 12.01.2023 14:00","n/e","n/e","n/e","n/e","n/e","242","","Deficit","Final"
"12.01.2023 14:00 - 12.01.2023 15:00","n/e","n/e","n/e","n/e","n/e","148","","Deficit","Final"
"12.01.2023 15:00 - 12.01.2023 16:00","n/e","n/e","n/e","n/e","n/e","254","","Deficit","Final"
"12.01.2023 16:00 - 12.01.2023 17:00","n/e","n/e","n/e","n/e","n/e","78","","Deficit","Final"
"12.01.2023 17:00 - 12.01.2023 18:00","n/e","n/e","n/e","n/e","n/e","1","","Deficit","Final"
"12.01.2023 18:00 - 12.01.2023 19:00","n/e","n/e","n/e","n/e","n/e","79","","Surplus","Final"
"12.01.2023 19:00 - 12.01.2023 20:00","n/e","n/e","n/e","n/e","n/e","192","","Surplus","Final"
"12.01.2023 20:00 - 12.01.2023 21:00","n/e","n/e","n/e","n/e","n/e","79","","Surplus","Final"
"12.01.2023 21:00 - 12.01.2023 22:00","n/e","n/e","n/e","n/e","n/e","59","","Deficit","Final"
"12.01.2023 22:00 - 12.01.2023 23:00","n/e","n/e","n/e","n/e","n/e","120","","Deficit","Final"
"12.01.2023 23:00 - 13.01.2023 00:00","n/e","n/e","n/e","n/e","n/e","56","","Deficit","Final"
"13.01.2023 00:00 - 13.01.2023 01:00","n/e","n/e","n/e","n/e","n/e","108","","Deficit","Final"
"13.01.2023 01:00 - 13.01.2023 02:00","n/e","n/e","n/e","n/e","n/e","62","","Deficit","Final"
"13.01.2023 02:00 - 13.01.2023 03:00","n/e","n/e","n/e","n/e","n/e","11","","Deficit","Final"
"13.01.2023 03:00 - 13.01.2023 04:00","n/e","n/e","n/e","n/e","n/e","52","","Deficit","Final"
"13.01.2023 04:00 - 13.01.2023 05:00","n/e","n/e","n/e","n/e","n/e","172","","Deficit","Final"
"13.01.2023 05:00 - 13.01.2023 06:00","n/e","n/e","n/e","n/e","n/e","37","","Deficit","Final"
"13.01.2023 06:00 - 13.01.2023 07:00","n/e","n/e","n/e","n/e","n/e","19","","Deficit","Final"
"13.01.2023 07:00 - 13.01.2023 08:00","n/e","n/e","n/e","n/e","n/e","29","","Surplus","Final"
"13.01.2023 08:00 - 13.01.2023 09:00","n/e","n/e","n/e","n/e","n/e","22","","Deficit","Final"
"13.01.2023 09:00 - 13.01.2023 10:00","n/e","n/e","n/e","n/e","n/e","46","","Surplus","Final"
"13.01.2023 10:00 - 13.01.2023 11:00","n/e","n/e","n/e","n/e","n/e","56","","Surplus","Final"
"13.01.2023 11:00 - 13.01.2023 12:00","n/e","n/e","n/e","n/e","n/e","120","","Surplus","Final"
"13.01.2023 12:00 - 13.01.2023 13:00","n/e","n/e","n/e","n/e","n/e","317","","Surplus","Final"
"13.01.2023 13:00 - 13.01.2023 14:00","n/e","n/e","n/e","n/e","n/e","54","","Surplus","Final"
"13.01.2023 14:00 - 13.01.2023 15:00","n/e","n/e","n/e","n/e","n/e","12","","Surplus","Final"
"13.01.2023 15:00 - 13.01.2023 16:00","n/e","n/e","n/e","n/e","n/e","45","","Deficit","Final"
"13.01.2023 16:00 - 13.01.2023 17:00","n/e","n/e","n/e","n/e","n/e","20","","Deficit","Final"
"13.01.2023 17:00 - 13.01.2023 18:00","n/e","n/e","n/e","n/e","n/e","90","","Surplus","Final"
"13.01.2023 18:00 - 13.01.2023 19:00","n/e","n/e","n/e","n/e","n/e","257","","Surplus","Final"
"13.01.2023 19:00 - 13.01.2023 20:00","n/e","n/e","n/e","n/e","n/e","354","","Surplus","Final"
"13.01.2023 20:00 - 13.01.2023 21:00","n/e","n/e","n/e","n/e","n/e","186","","Surplus","Final"
"13.01.2023 21:00 - 13.01.2023 22:00","n/e","n/e","n/e","n/e","n/e","111","","Surplus","Final"
"13.01.2023 22:00 - 13.01.2023 23:00","n/e","n/e","n/e","n/e","n/e","94","","Surplus","Final"
"13.01.2023 23:00 - 14.01.2023 00:00","n/e","n/e","n/e","n/e","n/e","251","","Surplus","Final"
"14.01.2023 00:00 - 14.01.2023 01:00","n/e","n/e","n/e","n/e","n/e","243","","Surplus","Final"
"14.01.2023 01:00 - 14.01.2023 02:00","n/e","n/e","n/e","n/e","n/e","155","","Surplus","Final"
"14.01.2023 02:00 - 14.01.2023 03:00","n/e","n/e","n/e","n/e","n/e","424","","Surplus","Final"
"14.01.2023 03:00 - 14.01.2023 04:00","n/e","n/e","n/e","n/e","n/e","357","","Surplus","Final"
"14.01.2023 04:00 - 14.01.2023 05:00","n/e","n/e","n/e","n/e","n/e","384","","Surplus","Final"
"14.01.2023 05:00 - 14.01.2023 06:00","n/e","n/e","n/e","n/e","n/e","440","","Surplus","Final"
"14.01.2023 06:00 - 14.01.2023 07:00","n/e","n/e","n/e","n/e","n/e","260","","Surplus","Final"
"14.01.2023 07:00 - 14.01.2023 08:00","n/e","n/e","n/e","n/e","n/e","470","","Surplus","Final"
"14.01.2023 08:00 - 14.01.2023 09:00","n/e","n/e","n/e","n/e","n/e","452","","Surplus","Final"
"14.01.2023 09:00 - 14.01.2023 10:00","n/e","n/e","n/e","n/e","n/e","505","","Surplus","Final"
"14.01.2023 10:00 - 14.01.2023 11:00","n/e","n/e","n/e","n/e","n/e","463","","Surplus","Final"
"14.01.2023 11:00 - 14.01.2023 12:00","n/e","n/e","n/e","n/e","n/e","310","","Surplus","Final"
"14.01.2023 12:00 - 14.01.2023 13:00","n/e","n/e","n/e","n/e","n/e","212","","Surplus","Final"
"14.01.2023 13:00 - 14.01.2023 14:00","n/e","n/e","n/e","n/e","n/e","121","","Surplus","Final"
"14.01.2023 14:00 - 14.01.2023 15:00","n/e","n/e","n/e","n/e","n/e","319","","Surplus","Final"
"14.01.2023 15:00 - 14.01.2023 16:00","n/e","n/e","n/e","n/e","n/e","326","","Surplus","Final"
"14.01.2023 16:00 - 14.01.2023 17:00","n/e","n/e","n/e","n/e","n/e","497","","Surplus","Final"
"14.01.2023 17:00 - 14.01.2023 18:00","n/e","n/e","n/e","n/e","n/e","539","","Surplus","Final"
"14.01.2023 18:00 - 14.01.2023 19:00","n/e","n/e","n/e","n/e","n/e","488","","Surplus","Final"
"14.01.2023 19:00 - 14.01.2023 20:00","n/e","n/e","n/e","n/e","n/e","505","","Surplus","Final"
"14.01.2023 20:00 - 14.01.2023 21:00","n/e","n/e","n/e","n/e","n/e","468","","Surplus","Final"
"14.01.2023 21:00 - 14.01.2023 22:00","n/e","n/e","n/e","n/e","n/e","762","","Surplus","Final"
"14.01.2023 22:00 - 14.01.2023 23:00","n/e","n/e","n/e","n/e","n/e","702","","Surplus","Final"
"14.01.2023 23:00 - 15.01.2023 00:00","n/e","n/e","n/e","n/e","n/e","640","","Surplus","Final"
"15.01.2023 00:00 - 15.01.2023 01:00","n/e","n/e","n/e","n/e","n/e","215","","Surplus","Final"
"15.01.2023 01:00 - 15.01.2023 02:00","n/e","n/e","n/e","n/e","n/e","169","","Surplus","Final"
"15.01.2023 02:00 - 15.01.2023 03:00","n/e","n/e","n/e","n/e","n/e","62","","Surplus","Final"
"15.01.2023 03:00 - 15.01.2023 04:00","n/e","n/e","n/e","n/e","n/e","63","","Deficit","Final"
"15.01.2023 04:00 - 15.01.2023 05:00","n/e","n/e","n/e","n/e","n/e","174","","Deficit","Final"
"15.01.2023 05:00 - 15.01.2023 06:00","n/e","n/e","n/e","n/e","n/e","157","","Deficit","Final"
"15.01.2023 06:00 - 15.01.2023 07:00","n/e","n/e","n/e","n/e","n/e","142","","Deficit","Final"
"15.01.2023 07:00 - 15.01.2023 08:00","n/e","n/e","n/e","n/e","n/e","36","","Deficit","Final"
"15.01.2023 08:00 - 15.01.2023 09:00","n/e","n/e","n/e","n/e","n/e","91","","Deficit","Final"
"15.01.2023 09:00 - 15.01.2023 10:00","n/e","n/e","n/e","n/e","n/e","162","","Surplus","Final"
"15.01.2023 10:00 - 15.01.2023 11:00","n/e","n/e","n/e","n/e","n/e","71","","Surplus","Final"
"15.01.2023 11:00 - 15.01.2023 12:00","n/e","n/e","n/e","n/e","n/e","5","","Surplus","Final"
"15.01.2023 12:00 - 15.01.2023 13:00","n/e","n/e","n/e","n/e","n/e","100","","Deficit","Final"
"15.01.2023 13:00 - 15.01.2023 14:00","n/e","n/e","n/e","n/e","n/e","26","","Deficit","Final"
"15.01.2023 14:00 - 15.01.2023 15:00","n/e","n/e","n/e","n/e","n/e","76","","Deficit","Final"
"15.01.2023 15:00 - 15.01.2023 16:00","n/e","n/e","n/e","n/e","n/e","143","","Surplus","Final"
"15.01.2023 16:00 - 15.01.2023 17:00","n/e","n/e","n/e","n/e","n/e","68","","Deficit","Final"
"15.01.2023 17:00 - 15.01.2023 18:00","n/e","n/e","n/e","n/e","n/e","95","","Deficit","Final"
"15.01.2023 18:00 - 15.01.2023 19:00","n/e","n/e","n/e","n/e","n/e","18","","Deficit","Final"
"15.01.2023 19:00 - 15.01.2023 20:00","n/e","n/e","n/e","n/e","n/e","59","","Deficit","Final"
"15.01.2023 20:00 - 15.01.2023 21:00","n/e","n/e","n/e","n/e","n/e","158","","Deficit","Final"
"15.01.2023 21:00 - 15.01.2023 22:00","n/e","n/e","n/e","n/e","n/e","385","","Surplus","Final"
"15.01.2023 22:00 - 15.01.2023 23:00","n/e","n/e","n/e","n/e","n/e","72","","Surplus","Final"
"15.01.2023 23:00 - 16.01.2023 00:00","n/e","n/e","n/e","n/e","n/e","3","","Deficit","Final"
"16.01.2023 00:00 - 16.01.2023 01:00","n/e","n/e","n/e","n/e","n/e","228","","Surplus","Final"
"16.01.2023 01:00 - 16.01.2023 02:00","n/e","n/e","n/e","n/e","n/e","56","","Surplus","Final"
"16.01.2023 02:00 - 16.01.2023 03:00","n/e","n/e","n/e","n/e","n/e","114","","Surplus","Final"
"16.01.2023 03:00 - 16.01.2023 04:00","n/e","n/e","n/e","n/e","n/e","177","","Surplus","Final"
"16.01.2023 04:00 - 16.01.2023 05:00","n/e","n/e","n/e","n/e","n/e","326","","Surplus","Final"
"16.01.2023 05:00 - 16.01.2023 06:00","n/e","n/e","n/e","n/e","n/e","300","","Surplus","Final"
"16.01.2023 06:00 - 16.01.2023 07:00","n/e","n/e","n/e","n/e","n/e","119","","Surplus","Final"
"16.01.2023 07:00 - 16.01.2023 08:00","n/e","n/e","n/e","n/e","n/e","3","","Surplus","Final"
"16.01.2023 08:00 - 16.01.2023 09:00","n/e","n/e","n/e","n/e","n/e","116","","Deficit","Final"
"16.01.2023 09:00 - 16.01.2023 10:00","n/e","n/e","n/e","n/e","n/e","48","","Deficit","Final"
"16.01.2023 10:00 - 16.01.2023 11:00","n/e","n/e","n/e","n/e","n/e","121","","Deficit","Final"
"16.01.2023 11:00 - 16.01.2023 12:00","n/e","n/e","n/e","n/e","n/e","181","","Deficit","Final"
"16.01.2023 12:00 - 16.01.2023 13:00","n/e","n/e","n/e","n/e","n/e","133","","Deficit","Final"
"16.01.2023 13:00 - 16.01.2023 14:00","n/e","n/e","n/e","n/e","n/e","45","","Deficit","Final"
"16.01.2023 14:00 - 16.01.2023 15:00","n/e","n/e","n/e","n/e","n/e","31","","Surplus","Final"
"16.01.2023 15:00 - 16.01.2023 16:00","n/e","n/e","n/e","n/e","n/e","85","","Deficit","Final"
"16.01.2023 16:00 - 16.01.2023 17:00","n/e","n/e","n/e","n/e","n/e","163","","Deficit","Final"
"16.01.2023 17:00 - 16.01.2023 18:00","n/e","n/e","n/e","n/e","n/e","51","","Deficit","Final"
"16.01.2023 18:00 - 16.01.2023 19:00","n/e","n/e","n/e","n/e","n/e","232","","Deficit","Final"
"16.01.2023 19:00 - 16.01.2023 20:00","n/e","n/e","n/e","n/e","n/e","186","","Deficit","Final"
"16.01.2023 20:00 - 16.01.2023 21:00","n/e","n/e","n/e","n/e","n/e","411","","Deficit","Final"
"16.01.2023 21:00 - 16.01.2023 22:00","n/e","n/e","n/e","n/e","n/e","263","","Deficit","Final"
"16.01.2023 22:00 - 16.01.2023 23:00","n/e","n/e","n/e","n/e","n/e","185","","Deficit","Final"
"16.01.2023 23:00 - 17.01.2023 00:00","n/e","n/e","n/e","n/e","n/e","151","","Deficit","Final"
"17.01.2023 00:00 - 17.01.2023 01:00","n/e","n/e","n/e","n/e","n/e","39","","Deficit","Final"
"17.01.2023 01:00 - 17.01.2023 02:00","n/e","n/e","n/e","n/e","n/e","56","","Surplus","Final"
"17.01.2023 02:00 - 17.01.2023 03:00","n/e","n/e","n/e","n/e","n/e","17","","Deficit","Final"
"17.01.2023 03:00 - 17.01.2023 04:00","n/e","n/e","n/e","n/e","n/e","38","","Deficit","Final"
"17.01.2023 04:00 - 17.01.2023 05:00","n/e","n/e","n/e","n/e","n/e","20","","Deficit","Final"
"17.01.2023 05:00 - 17.01.2023 06:00","n/e","n/e","n/e","n/e","n/e","48","","Deficit","Final"
"17.01.2023 06:00 - 17.01.2023 07:00","n/e","n/e","n/e","n/e","n/e","89","","Deficit","Final"
"17.01.2023 07:00 - 17.01.2023 08:00","n/e","n/e","n/e","n/e","n/e","10","","Deficit","Final"
"17.01.2023 08:00 - 17.01.2023 09:00","n/e","n/e","n/e","n/e","n/e","371","","Deficit","Final"
"17.01.2023 09:00 - 17.01.2023 10:00","n/e","n/e","n/e","n/e","n/e","242","","Deficit","Final"
"17.01.2023 10:00 - 17.01.2023 11:00","n/e","n/e","n/e","n/e","n/e","286","","Deficit","Final"
"17.01.2023 11:00 - 17.01.2023 12:00","n/e","n/e","n/e","n/e","n/e","294","","Deficit","Final"
"17.01.2023 12:00 - 17.01.2023 13:00","n/e","n/e","n/e","n/e","n/e","318","","Deficit","Final"
"17.01.2023 13:00 - 17.01.2023 14:00","n/e","n/e","n/e","n/e","n/e","452","","Deficit","Final"
"17.01.2023 14:00 - 17.01.2023 15:00","n/e","n/e","n/e","n/e","n/e","214","","Deficit","Final"
"17.01.2023 15:00 - 17.01.2023 16:00","n/e","n/e","n/e","n/e","n/e","97","","Deficit","Final"
"17.01.2023 16:00 - 17.01.2023 17:00","n/e","n/e","n/e","n/e","n/e","102","","Deficit","Final"
"17.01.2023 17:00 - 17.01.2023 18:00","n/e","n/e","n/e","n/e","n/e","104","","Deficit","Final"
"17.01.2023 18:00 - 17.01.2023 19:00","n/e","n/e","n/e","n/e","n/e","98","","Deficit","Final"
"17.01.2023 19:00 - 17.01.2023 20:00","n/e","n/e","n/e","n/e","n/e","141","","Deficit","Final"
"17.01.2023 20:00 - 17.01.2023 21:00","n/e","n/e","n/e","n/e","n/e","89","","Deficit","Final"
"17.01.2023 21:00 - 17.01.2023 22:00","n/e","n/e","n/e","n/e","n/e","112","","Deficit","Final"
"17.01.2023 22:00 - 17.01.2023 23:00","n/e","n/e","n/e","n/e","n/e","101","","Deficit","Final"
"17.01.2023 23:00 - 18.01.2023 00:00","n/e","n/e","n/e","n/e","n/e","282","","Deficit","Final"
"18.01.2023 00:00 - 18.01.2023 01:00","n/e","n/e","n/e","n/e","n/e","357","","Deficit","Final"
"18.01.2023 01:00 - 18.01.2023 02:00","n/e","n/e","n/e","n/e","n/e","337","","Deficit","Final"
"18.01.2023 02:00 - 18.01.2023 03:00","n/e","n/e","n/e","n/e","n/e","285","","Deficit","Final"
"18.01.2023 03:00 - 18.01.2023 04:00","n/e","n/e","n/e","n/e","n/e","230","","Deficit","Final"
"18.01.2023 04:00 - 18.01.2023 05:00","n/e","n/e","n/e","n/e","n/e","315","","Deficit","Final"
"18.01.2023 05:00 - 18.01.2023 06:00","n/e","n/e","n/e","n/e","n/e","305","","Deficit","Final"
"18.01.2023 06:00 - 18.01.2023 07:00","n/e","n/e","n/e","n/e","n/e","182","","Deficit","Final"
"18.01.2023 07:00 - 18.01.2023 08:00","n/e","n/e","n/e","n/e","n/e","19","","Deficit","Final"
"18.01.2023 08:00 - 18.01.2023 09:00","n/e","n/e","n/e","n/e","n/e","412","","Deficit","Final"
"18.01.2023 09:00 - 18.01.2023 10:00","n/e","n/e","n/e","n/e","n/e","338","","Deficit","Final"
"18.01.2023 10:00 - 18.01.2023 11:00","n/e","n/e","n/e","n/e","n/e","241","","Deficit","Final"
"18.01.2023 11:00 - 18.01.2023 12:00","n/e","n/e","n/e","n/e","n/e","180","","Deficit","Final"
"18.01.2023 12:00 - 18.01.2023 13:00","n/e","n/e","n/e","n/e","n/e","107","","Deficit","Final"
"18.01.2023 13:00 - 18.01.2023 14:00","n/e","n/e","n/e","n/e","n/e","47","","Surplus","Final"
"18.01.2023 14:00 - 18.01.2023 15:00","n/e","n/e","n/e","n/e","n/e","78","","Surplus","Final"
"18.01.2023 15:00 - 18.01.2023 16:00","n/e","n/e","n/e","n/e","n/e","40","","Deficit","Final"
"18.01.2023 16:00 - 18.01.2023 17:00","n/e","n/e","n/e","n/e","n/e","357","","Deficit","Final"
"18.01.2023 17:00 - 18.01.2023 18:00","n/e","n/e","n/e","n/e","n/e","457","","Deficit","Final"
"18.01.2023 18:00 - 18.01.2023 19:00","n/e","n/e","n/e","n/e","n/e","654","","Deficit","Final"
"18.01.2023 19:00 - 18.01.2023 20:00","n/e","n/e","n/e","n/e","n/e","534","","Deficit","Final"
"18.01.2023 20:00 - 18.01.2023 21:00","n/e","n/e","n/e","n/e","n/e","257","","Deficit","Final"
"18.01.2023 21:00 - 18.01.2023 22:00","n/e","n/e","n/e","n/e","n/e","451","","Deficit","Final"
"18.01.2023 22:00 - 18.01.2023 23:00","n/e","n/e","n/e","n/e","n/e","358","","Deficit","Final"
"18.01.2023 23:00 - 19.01.2023 00:00","n/e","n/e","n/e","n/e","n/e","236","","Deficit","Final"
"19.01.2023 00:00 - 19.01.2023 01:00","n/e","n/e","n/e","n/e","n/e","49","","Deficit","Final"
"19.01.2023 01:00 - 19.01.2023 02:00","n/e","n/e","n/e","n/e","n/e","33","","Deficit","Final"
"19.01.2023 02:00 - 19.01.2023 03:00","n/e","n/e","n/e","n/e","n/e","133","","Deficit","Final"
"19.01.2023 03:00 - 19.01.2023 04:00","n/e","n/e","n/e","n/e","n/e","195","","Deficit","Final"
"19.01.2023 04:00 - 19.01.2023 05:00","n/e","n/e","n/e","n/e","n/e","152","","Deficit","Final"
"19.01.2023 05:00 - 19.01.2023 06:00","n/e","n/e","n/e","n/e","n/e","13","","Deficit","Final"
"19.01.2023 06:00 - 19.01.2023 07:00","n/e","n/e","n/e","n/e","n/e","8","","Surplus","Final"
"19.01.2023 07:00 - 19.01.2023 08:00","n/e","n/e","n/e","n/e","n/e","242","","Deficit","Final"
"19.01.2023 08:00 - 19.01.2023 09:00","n/e","n/e","n/e","n/e","n/e","411","","Deficit","Final"
"19.01.2023 09:00 - 19.01.2023 10:00","n/e","n/e","n/e","n/e","n/e","79","","Deficit","Final"
"19.01.2023 10:00 - 19.01.2023 11:00","n/e","n/e","n/e","n/e","n/e","25","","Surplus","Final"
"19.01.2023 11:00 - 19.01.2023 12:00","n/e","n/e","n/e","n/e","n/e","140","","Deficit","Final"
"19.01.2023 12:00 - 19.01.2023 13:00","n/e","n/e","n/e","n/e","n/e","211","","Deficit","Final"
"19.01.2023 13:00 - 19.01.2023 14:00","n/e","n/e","n/e","n/e","n/e","211","","Surplus","Final"
"19.01.2023 14:00 - 19.01.2023 15:00","n/e","n/e","n/e","n/e","n/e","127","","Surplus","Final"
"19.01.2023 15:00 - 19.01.2023 16:00","n/e","n/e","n/e","n/e","n/e","11","","Surplus","Final"
"19.01.2023 16:00 - 19.01.2023 17:00","n/e","n/e","n/e","n/e","n/e","103","","Deficit","Final"
"19.01.2023 17:00 - 19.01.2023 18:00","n/e","n/e","n/e","n/e","n/e","144","","Deficit","Final"
"19.01.2023 18:00 - 19.01.2023 19:00","n/e","n/e","n/e","n/e","n/e","437","","Deficit","Final"
"19.01.2023 19:00 - 19.01.2023 20:00","n/e","n/e","n/e","n/e","n/e","306","","Deficit","Final"
"19.01.2023 20:00 - 19.01.2023 21:00","n/e","n/e","n/e","n/e","n/e","108","","Deficit","Final"
"19.01.2023 21:00 - 19.01.2023 22:00","n/e","n/e","n/e","n/e","n/e","409","","Deficit","Final"
"19.01.2023 22:00 - 19.01.2023 23:00","n/e","n/e","n/e","n/e","n/e","178","","Deficit","Final"
"19.01.2023 23:00 - 20.01.2023 00:00","n/e","n/e","n/e","n/e","n/e","74","","Deficit","Final"
"20.01.2023 00:00 - 20.01.2023 01:00","n/e","n/e","n/e","n/e","n/e","152","","Deficit","Final"
"20.01.2023 01:00 - 20.01.2023 02:00","n/e","n/e","n/e","n/e","n/e","131","","Deficit","Final"
"20.01.2023 02:00 - 20.01.2023 03:00","n/e","n/e","n/e","n/e","n/e","241","","Deficit","Final"
"20.01.2023 03:00 - 20.01.2023 04:00","n/e","n/e","n/e","n/e","n/e","373","","Deficit","Final"
"20.01.2023 04:00 - 20.01.2023 05:00","n/e","n/e","n/e","n/e","n/e","293","","Deficit","Final"
"20.01.2023 05:00 - 20.01.2023 06:00","n/e","n/e","n/e","n/e","n/e","186","","Deficit","Final"
"20.01.2023 06:00 - 20.01.2023 07:00","n/e","n/e","n/e","n/e","n/e","211","","Deficit","Final"
"20.01.2023 07:00 - 20.01.2023 08:00","n/e","n/e","n/e","n/e","n/e","233","","Deficit","Final"
"20.01.2023 08:00 - 20.01.2023 09:00","n/e","n/e","n/e","n/e","n/e","291","","Deficit","Final"
"20.01.2023 09:00 - 20.01.2023 10:00","n/e","n/e","n/e","n/e","n/e","183","","Deficit","Final"
"20.01.2023 10:00 - 20.01.2023 11:00","n/e","n/e","n/e","n/e","n/e","251","","Deficit","Final"
"20.01.2023 11:00 - 20.01.2023 12:00","n/e","n/e","n/e","n/e","n/e","237","","Deficit","Final"
"20.01.2023 12:00 - 20.01.2023 13:00","n/e","n/e","n/e","n/e","n/e","223","","Deficit","Final"
"20.01.2023 13:00 - 20.01.2023 14:00","n/e","n/e","n/e","n/e","n/e","273","","Deficit","Final"
"20.01.2023 14:00 - 20.01.2023 15:00","n/e","n/e","n/e","n/e","n/e","58","","Deficit","Final"
"20.01.2023 15:00 - 20.01.2023 16:00","n/e","n/e","n/e","n/e","n/e","169","","Deficit","Final"
